filename,label,Correlation0,Contrast0,Dissimilarity0,Homogeneity0,ASM0,Energy0,Entropy0,Correlation45,Contrast45,Dissimilarity45,Homogeneity45,ASM45,Energy45,Entropy45,Correlation90,Contrast90,Dissimilarity90,Homogeneity90,ASM90,Energy90,Entropy90,Correlation135,Contrast135,Dissimilarity135,Homogeneity135,ASM135,Energy135,Entropy135
Matang (1).jpg,Matang,0.7422259656931495,1576.0242372047244,6.180487204724409,0.9757631680065708,0.8823252329121846,0.9393216876619982,0.28936282498260807,0.6321614602355271,2265.735631471263,8.885237770475541,0.965156466160132,0.8716435061985383,0.933618501422577,0.3172564010412513,0.7042795342469633,1808.0278051181103,7.090305118110237,0.9721953094897717,0.8789430020266293,0.9375196008759653,0.2988339964044247,0.6360885620835464,2241.5462830925662,8.79037758075516,0.9655284611833334,0.8719897212873973,0.9338038987321681,0.3163979566304401
Matang (10).jpg,Matang,0.7461245279951029,856.0131643700787,3.35691437007874,0.9868358323690513,0.9351552797343875,0.9670342701964535,0.17718832805775142,0.7294575573306212,919.1952383904768,3.604687209374419,0.9858641891183453,0.9338131128367161,0.9663400606601777,0.18092933816841886,0.7912052192856922,704.0108267716536,2.760826771653543,0.9891733948455748,0.9374367965044523,0.9682131978569867,0.16979918412064238,0.660635357002446,1153.0256060512122,4.521669043338087,0.9822682372273981,0.9303317034310925,0.9645370409844779,0.19111257654811267
Matang (100).jpg,Matang,0.7121244855804066,2280.035063976378,8.941313976377954,0.9649365628521457,0.8443629399465831,0.9188922352194424,0.3659155897025974,0.6240404082177413,2999.479198958398,11.762663525327051,0.9538726171230216,0.8333054264223726,0.912855643802662,0.39297207876854334,0.7494977979787398,1984.0305118110236,7.780511811023622,0.9694886582011654,0.8486165934734213,0.9212038826847297,0.3542685948298744,0.6674981029667657,2652.765205530411,10.403000806001613,0.9592045457889089,0.8381739564644732,0.9155184085885293,0.3811284597873839
Matang (11).jpg,Matang,0.7205672539750753,712.0109498031496,2.792199803149606,0.9890503652415472,0.9499842683767399,0.9746713642950324,0.14360699402842145,0.6388772073282324,927.258354516709,3.636307272614545,0.9857401907772783,0.9464552875413644,0.9728593359480929,0.15392155257776557,0.7111481726483924,736.0113188976378,2.8863188976377954,0.9886812764294646,0.9496233931432706,0.9744862200889608,0.14473590013248344,0.5760732433853162,1088.520677041354,4.268708537417075,0.9832602239559353,0.9440521628888754,0.9716234676503421,0.1604978906059516
Matang (12).jpg,Matang,0.6574011945868022,936.0143946850394,3.6706446850393704,0.9856055363287756,0.9437963653759339,0.9714918246572813,0.1599225826344936,0.6309836905008335,1015.9526319052638,3.9841279682559363,0.9843762090255397,0.9422804023858404,0.9707112868334438,0.1640133490338854,0.707180508193848,800.0123031496064,3.1373031496062995,0.987697039597244,0.9458320613418569,0.97253897677258,0.15387937204452734,0.4874773479178242,1411.045322090644,5.5335110670221335,0.9783002903132494,0.9364311717649413,0.9676937386203041,0.17897896803118796
Matang (13).jpg,Matang,0.7508730972136158,904.013902559055,3.545152559055118,0.9860976547448859,0.9304855926606385,0.9646168113093605,0.18745159079582818,0.5347077734485766,1701.3175026350054,6.6718333436666875,0.9738363500348322,0.9182890644285846,0.9582740027928257,0.22036170365729166,0.656072594383399,1248.019192913386,4.894192913385827,0.9808073817717008,0.9253703251058847,0.9619617066733398,0.20244950908306145,0.5567595377401132,1620.6863413726828,6.355632711265423,0.9750763334455037,0.9194657175351925,0.9588877502268931,0.2175378113854759
Matang (14).jpg,Matang,0.7730669872068043,760.011687992126,2.9804379921259843,0.9883121876173819,0.9369444661740886,0.967958917606573,0.17187336155867577,0.5794867692654102,1419.1084382168765,5.565131130262261,0.9781762919721823,0.926753655478915,0.9626804534625781,0.20082657460429162,0.615408262529426,1288.019808070866,5.051058070866142,0.980192233751563,0.9290801379454322,0.9638880318509159,0.19496795860383845,0.47196918186167985,1781.9486638973276,6.9880339760679515,0.9725963666241606,0.9214483376576649,0.959921005946669,0.2134216345436633
Matang (15).jpg,Matang,0.7747861984802692,744.0114419291339,2.9176919291338583,0.988558246825437,0.9378842463739615,0.9684442401986608,0.1696647313421011,0.4889232788500236,1701.3175026350054,6.6718333436666875,0.9738363500348322,0.9233265235704011,0.9608988102658891,0.2091890933518345,0.5568373582998846,1464.0225147637796,5.741264763779528,0.9774855824629567,0.927187408574036,0.9629057111545429,0.20008732050808747,0.4501686459666131,1830.3273606547216,7.177754355508712,0.9718523765777578,0.9214502750414146,0.9599220150832122,0.2133483088714921
Matang (16).jpg,Matang,0.5759198588709676,1272.019562007874,4.988312007874016,0.9804382929596182,0.9346925720218628,0.9667949999983776,0.18259967202242783,0.5464945882290674,1370.729741459483,5.375410750821501,0.9789202820185852,0.9328818770477767,0.9658581039923911,0.18706948333639173,0.7466187836021504,760.011687992126,2.9804379921259843,0.9883121876173819,0.9423205247777683,0.9707319531043409,0.16077305096233452,0.48513797369535305,1556.1814123628246,6.10267220534441,0.9760683201740408,0.9301582460812639,0.9644471193804582,0.19357450046904445
Matang (17).jpg,Matang,0.7438877790313096,1408.0216535433071,5.521653543307086,0.9783467896911495,0.8942682414173421,0.945657570908911,0.2650511160971319,0.6418944763393531,1983.5265670531342,7.778535557071114,0.969496408097482,0.8852446704831409,0.9408744180192917,0.28910311964995394,0.7002322868207373,1648.025344488189,6.462844488188977,0.9746559015703228,0.8907507636792615,0.9437959332817988,0.27502605064860186,0.561830233244493,2426.997953995908,9.517639035278071,0.9626764993387888,0.878887245653467,0.937489864293725,0.3044624800477283
