filename,label,Correlation0,Contrast0,Dissimilarity0,Homogeneity0,ASM0,Energy0,Entropy0,Correlation45,Contrast45,Dissimilarity45,Homogeneity45,ASM45,Energy45,Entropy45,Correlation90,Contrast90,Dissimilarity90,Homogeneity90,ASM90,Energy90,Entropy90,Correlation135,Contrast135,Dissimilarity135,Homogeneity135,ASM135,Energy135,Entropy135
Matang (1).jpg,Matang,0.9940207685812562,25.81532972440945,2.173720472440945,0.5110345343032052,0.00260467122496745,0.051035979710077575,6.810924874055329,0.9902517699490778,42.28730857461714,3.0501581003162004,0.4229312590468036,0.0019450141200486994,0.04410231422554489,7.112315188808325,0.992954632541896,30.37955216535433,2.209891732283465,0.5341525374128834,0.002847513873738685,0.053362101474161275,6.778774166251934,0.986424216306228,58.89100378200756,2.9651559303118606,0.4553163822748827,0.0021624700698716286,0.046502366282498236,6.996082980659812
Matang (10).jpg,Matang,0.9912047414919924,18.017039862204726,2.313791830708661,0.4220203811783889,0.0018935940581842102,0.04351544620228787,6.828248123770088,0.986548613634404,27.731601463202928,2.9939239878479755,0.3392829927840583,0.0014172500289944471,0.037646381353251566,7.102825062096355,0.9937686407452068,12.793368602362207,1.843196358267717,0.46926500683063516,0.002408540583682731,0.04907688441295689,6.640712752181624,0.9859539126949035,28.957281914563836,2.818897637795276,0.3623219248917495,0.0017464976339835502,0.04179111908029683,6.959040705993034
Matang (100).jpg,Matang,0.9915866000133384,39.87973671259843,3.4900959645669287,0.3794926310530125,0.0014188072199386587,0.037667057489783544,7.296214274588168,0.9851418548520434,69.6457312914626,4.78492156984314,0.29515291708582414,0.001020766751062921,0.03194944054381737,7.599005592240622,0.9931445183355277,32.477423720472444,3.126906988188976,0.39753117107632274,0.0016762833208283604,0.04094243911674487,7.195017552380152,0.9854630572552289,68.13305226610453,4.326244652489305,0.3267092399961967,0.0012070957863783169,0.03474328404711214,7.444427597111002
Matang (11).jpg,Matang,0.9919727045562045,19.150467519685044,2.272760826771654,0.4289967383468834,0.0022150361683535877,0.04706417074966463,6.810115447743348,0.9888788194938397,26.663525327050657,3.188418376836754,0.31808245368996685,0.0015127661230584413,0.03889429422239773,7.155200620739231,0.9941769526455259,13.903973917322833,2.150159940944882,0.4159197729879752,0.002190448411658542,0.04680222656731774,6.803893013687944,0.9862823036048616,32.888213776427556,2.8702337404674814,0.36091214222595264,0.001908763133044897,0.04368939382784908,6.97626832361953
Matang (12).jpg,Matang,0.9914027557654673,24.902251476377952,2.4525713582677167,0.41535329459155346,0.001935356348740041,0.043992685173106234,6.934524354486025,0.9897269082264907,29.8487816975634,3.331452662905326,0.3048182691904061,0.0012865112220397422,0.03586796930465596,7.28414060021926,0.9933611791399527,19.251845472440944,2.4306102362204722,0.38515119273126086,0.0017261362037372513,0.04154679534858557,6.989255017399418,0.9831462132977129,48.97997395994791,3.293322586645173,0.3378098997986602,0.001549883935529542,0.039368565322215415,7.155907891662181
Matang (13).jpg,Matang,0.9930094837801834,17.962352362204726,1.9094488188976382,0.5017271440422891,0.002097162519520352,0.045794787034337786,6.729589637327932,0.9852451155275689,38.058900117800235,2.7907495814991625,0.4349788050291259,0.001701895523575286,0.04125403645190717,7.0231689097690255,0.9906733399613362,24.039923720472444,1.8574680118110236,0.5815282954649111,0.003037669283346379,0.0551150549609304,6.592410807928459,0.9837369299928047,41.94841589683179,2.9117738235476462,0.4118021743308443,0.0016858236952880371,0.041058783412176704,7.045364535476583
Matang (14).jpg,Matang,0.9942559243200945,18.780450295275593,1.9414985236220472,0.48394231278637195,0.0015910388266089032,0.039887828050783905,6.990432854586612,0.9872315243749819,41.89509579019158,3.093186186372373,0.37914021703817147,0.001120271011079563,0.0334704498189009,7.363891303924463,0.9903037229667472,31.820127952755904,2.206323818897638,0.5195896729031332,0.0018445017969137502,0.04294766346279795,6.991324360510278,0.9836468879915128,53.657325314650635,3.066712133424267,0.4075619885249562,0.0012386916707617282,0.03519505179370714,7.310388228545579
Matang (15).jpg,Matang,0.9931410121978672,16.369094488188978,2.0680364173228347,0.45112921100630043,0.0014168205216293244,0.03764067642364208,7.058450671553357,0.97902637568926,50.05784611569223,3.6579453158906317,0.3316551917039376,0.0009383087772313553,0.03063182621443513,7.525718314067433,0.9858522300108504,33.753752460629926,2.525159940944882,0.4605272757888555,0.0014616101619898552,0.03823101047565779,7.132583679599461,0.9806770335820876,46.11470022940047,3.241614483228967,0.37253232909752615,0.0010664817039225498,0.03265703146219126,7.3848772576928265
Matang (16).jpg,Matang,0.9905334342422949,16.253998523622045,2.2836491141732282,0.44029452167308125,0.0023118356783588564,0.04808155237051791,6.782504720705526,0.9867091340604393,22.927521855043715,2.6960133920267846,0.38180498127087487,0.0018615605462347388,0.04314580566213521,6.966435910770926,0.9944637616532486,9.52885088582677,1.4832062007874018,0.5314795543672683,0.003076408008284766,0.055465376662245484,6.439680164870607,0.9855780423633561,24.87878975757952,2.7070494140988286,0.38974294968666207,0.001980355997416068,0.044501190966265924,6.925405099853586
Matang (17).jpg,Matang,0.9929200097586293,23.688853346456693,2.306225393700787,0.4804989078354415,0.0015171733834678607,0.0389509099183557,7.134416661121358,0.987217306408421,42.841341682683364,3.5022630045260086,0.3624294782460443,0.00094119178876339,0.030678849208589782,7.583952512412592,0.9918751979386783,27.16141732283465,2.5107037401574805,0.4508040352370587,0.001241311808795493,0.03523225523288983,7.277519522434055,0.9842538408897189,52.771963543927086,3.589745179490359,0.3697644571138939,0.0009856862667411241,0.03139564088756788,7.537875701336759
Matang (18).jpg,Matang,0.9868300649709714,32.033218503937015,2.4463582677165356,0.5003393180232709,0.003068951267297066,0.0553981160988085,6.784648775404607,0.9729532569536271,65.6738793477587,3.768491536983074,0.39350959994373913,0.0020862163368570025,0.04567511726155722,7.160604317438395,0.984411366264372,37.80118110236221,2.762672244094488,0.4676984891610903,0.002671042085248233,0.05168212539406863,6.9237386616315195,0.9734483230651515,64.45836691673384,3.6317812635625275,0.4123541219161863,0.0022158442233680296,0.047072754575954334,7.113158392921715
