filename,label,Correlation0,Contrast0,Dissimilarity0,Homogeneity0,ASM0,Energy0,Entropy0,Correlation45,Contrast45,Dissimilarity45,Homogeneity45,ASM45,Energy45,Entropy45,Correlation90,Contrast90,Dissimilarity90,Homogeneity90,ASM90,Energy90,Entropy90,Correlation135,Contrast135,Dissimilarity135,Homogeneity135,ASM135,Energy135,Entropy135
Matang (1).jpg,Matang,0.9878461319019206,134.12727608267718,4.689406988188977,0.40559310454164543,0.0026838685879520207,0.05180606709596879,6.638870874577373,0.9803678647021415,217.0970921941844,6.451670903341807,0.31636007463249116,0.001996010750035016,0.044676736116630276,6.94861961780614,0.9847428589825885,167.87487696850394,4.624261811023622,0.43567951069655997,0.002916887486607004,0.05400821684343045,6.608094704921775,0.9744317814977621,282.737553475107,6.260276520553042,0.34263790624479057,0.0022195152580521543,0.04711173163928656,6.8298706311382595
Matang (10).jpg,Matang,0.9857178137923404,157.22625492125985,7.20681594488189,0.29662593949249594,0.001995517357733934,0.04467121397201932,6.617008670328208,0.9765206001971622,259.5707731415463,9.568913137826275,0.2301432154551019,0.001496753877009521,0.03868790349721113,6.889573844215461,0.9904940366650339,105.14566929133858,5.563238188976378,0.33818227979505977,0.002529674309836901,0.050295867721284034,6.418744078033261,0.9822454213604662,196.2745985491971,7.925289850579702,0.23570244946261854,0.0018143502713938281,0.04259519070733019,6.747345485157325
Matang (100).jpg,Matang,0.9794969313252354,218.73560531496068,8.47859251968504,0.28739219882933686,0.001494441770621823,0.03865801043279159,7.0566703545058065,0.9577285133722815,448.52185504371016,12.281294562589125,0.21302790184369913,0.0010770719662835568,0.0328187746005782,7.3694285557945225,0.9821873546239825,189.55751722440942,7.430179625984252,0.2962344233626218,0.0017509472274803925,0.04184432132894967,6.940254649786564,0.9700694139512069,317.5650691301383,10.119226238452477,0.23600681627053996,0.0012646099444347195,0.03556135464847648,7.223746819489872
Matang (11).jpg,Matang,0.9849480526536047,165.91024852362204,7.236897145669292,0.31233342728503655,0.0023263688495150426,0.04823244602459057,6.570116167858277,0.9739355256343031,287.2900365800732,10.391530783061567,0.21699240382230212,0.0015842282909068269,0.039802365393363584,6.920575663967805,0.9879918754484415,132.50799704724412,6.8884104330708675,0.302402214519799,0.0023034158617145366,0.04799391484047261,6.557283115434858,0.9805573473719248,214.29202058404118,8.414532829065658,0.2445958693119323,0.0019875231640847065,0.04458164604503412,6.739775408619114
Matang (12).jpg,Matang,0.9867017720932085,146.57572588582678,6.763471948818897,0.30299754497745,0.0020199272576279523,0.04494360085293514,6.732622241234651,0.9784256641551696,238.00055800111602,9.692045384090768,0.20971694021705295,0.001343414181651353,0.03665261493606361,7.082359953840608,0.9887268297112716,124.57049704724409,7.007135826771654,0.27982695361116516,0.0018160920110902722,0.04261563106525905,6.781358526801123,0.9800358625181345,220.23392646785297,8.536115072230144,0.23055554244230664,0.001610994169970236,0.040137191854565955,6.957771654692098
Matang (13).jpg,Matang,0.9944779110079867,60.19371309055118,4.202202263779528,0.372490713249486,0.0021585023028444492,0.04645968470453119,6.5886208622472715,0.9845130305400761,168.98462396924793,6.1998263996528,0.31363560016517766,0.0017492730130850551,0.04182431126850812,6.8822532986961225,0.9892882306009171,117.42384350393701,4.096948818897637,0.48036178186828016,0.003119585584874294,0.05585325044144068,6.440139859306508,0.9850170467580327,163.47808295616588,6.22778845557691,0.2900387586227311,0.0017301605686353531,0.04159519886519781,6.906221475617295
Matang (14).jpg,Matang,0.9948273528737561,56.25725885826773,3.7754675196850407,0.3824962583887148,0.0016571599305307987,0.04070822927284849,6.854737955833526,0.9833513728580529,181.32903465806936,6.118172236344473,0.28409841707449096,0.0011650941523719492,0.03413347553900641,7.231942786741962,0.9863993485646172,148.79927411417327,4.3776451771653555,0.4277822437473944,0.0019098357898864242,0.043701668044668775,6.855848156189884,0.9810175965101089,206.75013950027903,6.0538781077562165,0.31151042673963364,0.0012975416241613066,0.03602140508310728,7.179100037081552
Matang (15).jpg,Matang,0.9926399494613827,80.00049212598427,4.58021653543307,0.34315006184074065,0.0015160116379803073,0.03893599411830019,6.878167459740987,0.9728074484487633,295.08450616901234,8.206088412176824,0.23843008631329138,0.00100082784330737,0.03163586324580649,7.348108135224097,0.9799712282254788,217.82394192913387,5.770177165354331,0.3628635141242832,0.001562186290876488,0.03952450241149771,6.952617078415882,0.9749671391992875,271.63351726703456,7.334180668361338,0.2751949415340357,0.0011405366601420783,0.03377183234800976,7.2071911493547285
Matang (16).jpg,Matang,0.9853365279148172,161.23320620078744,7.037586122047245,0.3087852943853818,0.0023969439418371034,0.04895859415707424,6.608008053820481,0.9802303349437091,217.66253332506665,8.568107136214273,0.2621550590072206,0.0019393980135842968,0.044038596862119674,6.78950892906639,0.9924806864161043,82.96315206692913,4.801611712598425,0.3978930441268843,0.0032234085464264675,0.05677506976152885,6.252682670267368,0.9798447047380798,221.90662781325562,8.149296298592597,0.25787538554731837,0.0020534499497915854,0.04531500799725832,6.748259602074734
Matang (17).jpg,Matang,0.992871796575066,77.6411786417323,3.952079232283465,0.3834367665146302,0.00156508308622086,0.03956113100280198,7.0067812975939265,0.9850584372821035,162.74139748279498,6.4529729059458125,0.2798822926674779,0.0009831088544314853,0.03135456672370845,7.455059958899252,0.9894899317161147,114.37561515748031,4.790231299212598,0.3622135148092516,0.001307817007723859,0.03616375267756181,7.141738441071492,0.9823781246152774,191.92714985429973,6.417446834893671,0.2779555083094338,0.0010260349741357925,0.03203178068943081,7.414341560532291
